rank,title,score,user_score,release_date
496,The Adventure Pals,7.1,7.1,2018-04-03
497,Warhammer 40000: Mechanicus,8.0,8.0,2018-11-15
498,Runner3,7.0,7.0,2018-05-22
499,The Lord of the Rings: The Return of the King,7.7,7.7,2003-10-31
500,Devil May Cry 4,8.6,8.6,2008-07-08
501,Sniper Elite 4,7.0,7.0,2017-02-14
502,Dead Space 3,6.1,6.1,2013-02-05
503,Running with Rifles,7.0,7.0,2012-06-13
504,The Missing: JJ Macfield and the Island of Memories,6.5,6.5,2018-10-11
505,Mushroom 11,7.2,7.2,2015-10-15
506,A Way Out,7.6,7.6,2018-03-23
507,Remnant: From the Ashes,6.8,6.8,2019-08-19
508,Pit People,8.0,8.0,2018-03-02
509,Armed and Dangerous,7.7,7.7,2003-12-02
510,Call of Duty: Modern Warfare 3,2.8,2.8,2011-11-08
511,Star Wars: Republic Commando,8.6,8.6,2005-03-01
512,Marvel's Guardians of the Galaxy: The Telltale Series,7.5,7.5,2017-04-18
513,So Many Me,7.1,7.1,2014-07-17
514,Super Rude Bear Resurrection,tbd,tbd,2017-05-05
515,Heavy Metal: F.A.K.K. 2,7.7,7.7,2000-08-06
516,NightSky,7.1,7.1,2011-01-06
517,Call of Juarez: Bound in Blood,7.9,7.9,2009-06-30
518,The Walking Dead: Season Two Episode 4 - Amid the Ruins,8.1,8.1,2014-07-22
519,Joint Operations: Escalation,7.5,7.5,2004-11-19
520,The Mummy Demastered,6.2,6.2,2017-10-24
521,Plants vs Zombies: Garden Warfare,7.7,7.7,2014-06-24
522,Melty Blood Actress Again Current Code,7.5,7.5,2016-04-19
523,Medal of Honor: Airborne,7.3,7.3,2007-09-04
524,Red Faction,8.1,8.1,2001-09-17
525,Soundodger+,6.9,6.9,2013-10-11
526,Samurai Gunn,7.7,7.7,2013-12-10
527,The Walking Dead: 400 Days,7.6,7.6,2013-07-03
528,RiME,7.1,7.1,2017-05-26
529,Deadlight,7.4,7.4,2012-10-25
530,Far Cry 5,6.1,6.1,2018-03-27
531,Galak-Z: The Dimensional,6.0,6.0,2015-10-29
532,Lovely Planet Arcade,tbd,tbd,2016-07-22
533,Awesomenauts,7.9,7.9,2012-08-01
534,Joe Dever's Lone Wolf HD Remastered,6.8,6.8,2014-11-27
535,Pac-Man Championship Edition 2,7.0,7.0,2016-09-13
536,Destiny 2: Shadowkeep,5.5,5.5,2019-10-01
537,Battlefield 3: End Game,7.4,7.4,2013-03-26
538,Groove Coaster for Steam,tbd,tbd,2018-07-16
539,Sonic Generations,8.3,8.3,2011-11-03
540,Vacation Simulator,5.3,5.3,2019-04-09
541,Delta Force: Black Hawk Down,7.7,7.7,2003-03-23
542,Audica,tbd,tbd,2019-11-05
543,ArmA II,7.5,7.5,2009-06-29
544,DeathSpank,7.6,7.6,2010-10-25
545,Operation Flashpoint: Resistance,8.7,8.7,2002-07-10
546,Zeno Clash,7.8,7.8,2009-04-21
547,Alien Swarm,8.2,8.2,2010-07-19
548,Giana Sisters: Twisted Dreams,7.7,7.7,2012-10-22
549,Figment,7.1,7.1,2017-09-22
550,Anomaly 2,7.7,7.7,2013-05-15
551,Element4l,7.7,7.7,2013-05-24
552,Green Hell,7.7,7.7,2019-09-05
553,Plants vs. Zombies: Battle for Neighborville,4.5,4.5,2019-10-18
554,Shadows: Awakening,7.3,7.3,2018-08-31
555,Thomas Was Alone,8.1,8.1,2012-06-30
556,Street Fighter V: Champion Edition,7.3,7.3,2020-02-14
557,Teslagrad,7.7,7.7,2013-12-13
558,The King of Fighters XIII: Steam Edition,8.0,8.0,2013-09-13
559,Space Junkies,4.6,4.6,2019-03-21
560,Child of Light,8.1,8.1,2014-04-29
561,Game of Thrones: Episode Three - The Sword in the Darkness,7.7,7.7,2015-03-24
562,Eldritch,6.7,6.7,2013-10-21
563,Sine Mora,7.3,7.3,2012-11-09
564,rymdkapsel,7.6,7.6,2014-01-30
565,Stealth Inc 2: A Game of Clones,6.1,6.1,2015-04-30
566,Lumo,6.0,6.0,2016-05-24
567,On Rusty Trails,6.5,6.5,2016-06-13
568,Raiden V: Director's Cut,tbd,tbd,2017-10-10
569,Blood: Fresh Supply,8.4,8.4,2019-05-09
570,Trover Saves the Universe,7.4,7.4,2019-06-04
571,Hypergalactic Psychic Table Tennis 3000,tbd,tbd,2020-03-03
572,Sanctum 2,7.6,7.6,2013-05-15
573,Section 8: Prejudice,7.6,7.6,2011-05-04
574,Ace Combat Assault Horizon: Enhanced Edition,5.9,5.9,2013-01-24
575,Bloodroots,5.8,5.8,2020-02-28
576,Angry Video Game Nerd Adventures,7.6,7.6,2013-09-20
577,Everyday Shooter,7.6,7.6,2006-03-29
578,Solo,6.6,6.6,2018-04-26
579,Evolve,4.3,4.3,2015-02-09
580,Day of Infamy,8.3,8.3,2016-07-28
581,X-Men Origins: Wolverine,7.9,7.9,2009-05-01
582,The Darkness II,7.6,7.6,2012-02-06
583,Actual Sunlight,6.5,6.5,2013-01-03
584,Battlefield 4: Second Assault,6.3,6.3,2013-12-03
585,Pix the Cat,7.5,7.5,2015-01-29
586,Stranglehold,7.3,7.3,2007-09-18
587,Risk of Rain,8.1,8.1,2013-11-08
588,LISA: The Painful,8.6,8.6,2014-12-15
589,Vietcong: Purple Haze,7.6,7.6,2004-01-28
590,Warriors Orochi 4,7.3,7.3,2018-10-15
591,Battlefield 2: Special Forces,7.7,7.7,2005-11-21
592,Battlefield 2142: Northern Strike,8.4,8.4,2007-03-08
593,Game of Thrones: Episode Four - Sons of Winter,7.7,7.7,2015-05-26
594,Toki Tori 2 +,7.6,7.6,2013-07-11
595,Q.U.B.E. 2,7.5,7.5,2018-03-13
596,Galacide,tbd,tbd,2015-07-28
597,Bullet Soul,tbd,tbd,2017-04-07
598,LawBreakers,6.4,6.4,2017-08-04
599,Renegade Ops,7.4,7.4,2011-10-26
600,Dig or Die,tbd,tbd,2018-07-10
601,Tempest 4000,7.2,7.2,2018-07-17
602,Singularity,7.8,7.8,2010-06-29
603,SteamWorld Dig,7.3,7.3,2013-12-05
604,Mortal Kombat X,5.6,5.6,2015-04-13
605,Tom Clancy's Ghost Recon Advanced Warfighter 2,7.0,7.0,2007-07-17
606,Star Wars: Battlefront (2004),8.4,8.4,2004-09-20
607,Cat Quest II: The Lupus Empire,6.9,6.9,2019-09-24
608,Unravel Two,6.4,6.4,2018-06-09
609,Plain Sight,7.4,7.4,2010-04-05
610,Escape Goat 2,7.5,7.5,2014-03-24
611,Lode Runner Legacy,tbd,tbd,2017-07-13
612,Geometry Wars: Retro Evolved,8.7,8.7,2007-03-07
613,Crysis 3,6.7,6.7,2013-02-19
614,Hob,7.5,7.5,2017-09-26
615,Wolfenstein: The Old Blood,7.7,7.7,2015-05-05
616,Earth Defense Force 5,7.4,7.4,2019-07-11
617,Luckslinger,7.0,7.0,2015-07-16
618,Peggle Nights,7.7,7.7,2008-09-16
619,Operation Flashpoint: Dragon Rising,4.9,4.9,2009-10-06
620,Insanely Twisted Shadow Planet,7.2,7.2,2012-04-17
621,ToeJam & Earl: Back in the Groove,6.5,6.5,2019-03-01
622,The Fall,7.2,7.2,2014-05-30
623,JumpJet Rex,7.0,7.0,2015-01-14
624,Clustertruck,7.2,7.2,2016-09-27
625,Syder Arcade,6.6,6.6,2012-04-09
626,Volgarr the Viking,7.7,7.7,2013-09-13
627,Shantae: Half-Genie Hero,8.2,8.2,2016-12-20
628,Chariot,8.2,8.2,2014-11-12
629,Castle In The Darkness,7.6,7.6,2015-02-05
630,Battlefield 1: They Shall Not Pass,4.9,4.9,2017-03-14
631,Aggelos,4.9,4.9,2018-06-19
632,Candleman: The Complete Journey,7.0,7.0,2018-01-31
633,Spec Ops: The Line,8.2,8.2,2012-06-25
634,House of the Dying Sun,7.6,7.6,2016-11-01
635,Project: Snowblind,6.5,6.5,2005-03-15
636,The Ship,7.1,7.1,2006-07-11
637,Lost Orbit: Terminal Velocity,tbd,tbd,2019-07-16
638,Budget Cuts,7.7,7.7,2018-06-14
639,Serious Sam HD: The Second Encounter,8.1,8.1,2010-04-28
640,Tower of Guns,7.2,7.2,2014-03-04
641,Metro: Last Light Redux,7.6,7.6,2014-08-25
642,DEADBOLT,7.9,7.9,2016-03-14
643,Bulletstorm: Full Clip Edition,7.2,7.2,2017-04-07
644,Red Orchestra 2: Heroes of Stalingrad,7.3,7.3,2011-09-13
645,Total Extreme Wrestling 2004,6.5,6.5,2004-03-31
646,Who's That Flying?!,6.3,6.3,2011-01-31
647,Audiosurf 2,7.1,7.1,2015-05-26
648,Serious Sam's Bogus Detour,8.5,8.5,2017-06-20
649,Mercenary Kings,6.5,6.5,2013-07-22
650,ShootMania Storm,7.3,7.3,2013-04-10
651,Feudal Alloy,7.2,7.2,2019-01-17
652,Payday: The Heist,7.7,7.7,2011-10-20
653,Furi,7.9,7.9,2016-07-05
654,Sniper Elite,7.6,7.6,2005-10-27
655,Super Monday Night Combat,3.7,3.7,2012-04-19
656,The Dream Machine,8.1,8.1,2010-12-14
657,Borderlands 2: Sir Hammerlock's Big Game Hunt,5.9,5.9,2013-01-15
658,Borderlands: The Pre-Sequel,6.2,6.2,2014-10-13
659,Prey: Mooncrash,6.4,6.4,2018-06-10
660,Rock Band VR,tbd,tbd,2016-10-06
661,Drawn: Dark Flight,7.2,7.2,2010-08-31
662,Command & Conquer: Renegade,7.7,7.7,2002-02-27
663,Scribblenauts Unlimited,7.7,7.7,2012-11-19
664,Killing Floor 2,7.7,7.7,2016-11-18
665,Extreme Exorcism,tbd,tbd,2015-09-23
666,Red Faction: Armageddon,6.7,6.7,2011-06-06
667,Rebel Galaxy,7.5,7.5,2015-10-20
668,S.T.A.L.K.E.R.: Clear Sky,7.7,7.7,2008-09-15
669,Flipping Death,6.3,6.3,2018-08-06
670,Seasons After Fall,7.1,7.1,2016-09-02
671,Ziggurat,7.8,7.8,2014-08-14
672,Blacklight: Retribution,7.5,7.5,2012-04-03
673,God's Trigger,8.3,8.3,2019-04-18
674,F.E.A.R. Extraction Point,7.5,7.5,2006-10-24
675,Tobe's Vertical Adventure,6.6,6.6,2011-07-18
676,MIND: Path to Thalamus,6.8,6.8,2014-08-05
677,Left 4 Dead 2: The Passing,7.5,7.5,2010-04-22
678,Unreal II: The Awakening,6.5,6.5,2003-02-03
679,Savage: The Battle for Newerth,7.6,7.6,2003-09-09
680,The Maw,7.2,7.2,2009-03-09
681,OIO The Game,5.6,5.6,2011-09-23
682,Ring Runner: Flight of the Sages,7.8,7.8,2013-07-09
683,Guilty Gear XX Accent Core Plus R,7.4,7.4,2015-05-26
684,Airscape: The Fall of Gravity,6.6,6.6,2015-08-11
685,Road to Ballhalla,7.1,7.1,2016-08-05
686,Giga Wrecker,7.7,7.7,2016-08-18
687,Police Stories,7.3,7.3,2019-09-19
688,Wulverblade,7.8,7.8,2018-01-30
689,Nongunz,8.1,8.1,2017-05-19
690,Painkiller: Battle out of Hell,7.7,7.7,2004-12-01
691,Star Conflict,7.0,7.0,2013-02-27
692,Savage 2: A Tortured Soul,8.8,8.8,2008-01-16
693,SiN Episodes: Emergence,8.1,8.1,2006-05-09
694,Transformers: War for Cybertron,7.8,7.8,2010-06-22
695,Gravity Ghost,7.3,7.3,2015-01-26
696,The Typing of the Dead,7.7,7.7,2001-09-23
697,Spider-Man: The Movie,7.4,7.4,2002-04-16
698,Ruiner,7.5,7.5,2017-09-26
699,Get Even,7.6,7.6,2017-06-20
700,Iron Brigade,5.3,5.3,2012-08-13
701,Not a Hero,6.9,6.9,2015-05-14
702,And Yet It Moves,6.1,6.1,2009-04-02
703,Fenix Rage,6.9,6.9,2014-09-24
704,Hector: Badge of Carnage - Episode 1: We Negotiate With Terrorists,6.7,6.7,2011-04-27
705,Cubetractor,7.1,7.1,2013-05-29
706,The Escapists 2,7.4,7.4,2017-08-21
707,Game of Thrones: Episode One - Iron From Ice,7.3,7.3,2014-12-02
708,Nihilumbra,6.5,6.5,2013-09-24
709,Hidden & Dangerous 2,8.7,8.7,2003-10-21
710,Warp,5.8,5.8,2012-03-13
711,X3: Albion Prelude,8.5,8.5,2011-12-15
712,Beatbuddy: Tale of the Guardians,7.4,7.4,2013-08-06
713,Golem,tbd,tbd,2018-05-29
714,Borderlands 3: Moxxi's Heist of the Handsome Jackpot,5.3,5.3,2019-12-19
715,Biped,7.8,7.8,2020-03-26
716,Ultimate Spider-Man,8.1,8.1,2005-09-22
717,Serious Sam II,7.1,7.1,2005-10-19
718,12 is Better Than 6,6.5,6.5,2015-11-20
719,Slain: Back from Hell,8.2,8.2,2016-08-01
720,War World: Tactical Combat,7.5,7.5,2005-08-02
721,Bladed Fury,8.2,8.2,2018-12-17
722,Overload,7.5,7.5,2018-05-31
723,Shadowgrounds,7.0,7.0,2006-04-25
724,Edge (2011),7.4,7.4,2011-08-11
725,Party Hard 2,7.7,7.7,2018-10-25
726,Titan Souls,5.8,5.8,2015-04-14
727,Hitman: Contracts,7.7,7.7,2004-04-20
728,Vietcong (2003),8.5,8.5,2003-03-26
729,Bad North,6.7,6.7,2018-08-28
730,Kingdom,7.6,7.6,2015-10-21
731,Insurgency,8.5,8.5,2013-03-01
732,Tangle Tower,tbd,tbd,2019-10-22
733,Hotline Miami 2: Wrong Number,7.6,7.6,2015-03-10
734,Guns Gore & Cannoli,7.6,7.6,2015-04-30
735,Budget Cuts 2: Mission Insolvency,7.1,7.1,2019-12-12
736,Black Future '88,7.3,7.3,2019-11-21
737,Far Cry Primal,5.5,5.5,2016-02-29
738,The Turing Test,6.8,6.8,2016-08-30
739,Rayman 3: Hoodlum Havoc,8.0,8.0,2003-03-18
740,Nantucket,7.4,7.4,2018-01-18
741,Warhammer 40000: Space Marine,7.5,7.5,2011-09-05
742,Ghostbusters: The Video Game,7.8,7.8,2009-06-16
743,Street Fighter V,3.1,3.1,2016-02-16
744,Hidden & Dangerous,7.7,7.7,1999-07-29
745,Fur Fighters,7.0,7.0,2000-11-24
746,Rocketbirds: Hardboiled Chicken,7.4,7.4,2012-10-15
747,Incredipede,6.6,6.6,2012-10-25
748,Zombie Vikings,8.4,8.4,2015-12-07
749,Sora,8.1,8.1,2016-01-05
750,Sleep Tight,tbd,tbd,2018-07-26
751,Vandals,tbd,tbd,2018-04-12
752,Call of Duty: Modern Warfare 2 Campaign Remastered,7.3,7.3,2020-04-30
753,Unmechanical,7.7,7.7,2012-08-08
754,F.E.A.R. 3,5.8,5.8,2011-06-21
755,Snapshot,7.2,7.2,2012-08-30
756,Wolfenstein,7.3,7.3,2009-08-18
757,Action Henk,7.5,7.5,2015-05-11
758,Pikuniku,5.9,5.9,2019-01-24
759,TRI,7.4,7.4,2012-07-08
760,ArmA: Combat Operations,7.6,7.6,2007-05-04
761,Particulars,tbd,tbd,2013-07-17
762,Warhammer 40000: Deathwatch - Enhanced Edition,6.6,6.6,2015-10-16
763,Call of Duty: Black Ops II,4.5,4.5,2012-11-12
764,Darwin Project,6.7,6.7,2020-01-13
765,Transformers: Devastation,7.4,7.4,2015-10-06
766,Neon Chrome,7.4,7.4,2016-04-28
767,Eagle Flight,6.9,6.9,2016-10-13
768,Hulk,6.3,6.3,2003-05-27
769,Bit.Trip Fate,6.4,6.4,2013-07-11
770,A Pixel Story,5.8,5.8,2015-03-30
771,Rock of Ages,7.6,7.6,2011-09-07
772,Fortix 2,6.8,6.8,2011-05-06
773,Battlefield 4: Naval Strike,5.4,5.4,2014-04-15
774,Where is My Heart?,tbd,tbd,2014-05-29
775,Headlander,7.6,7.6,2016-07-26
776,Mirror's Edge Catalyst,5.2,5.2,2016-06-07
777,Pac-Man World 3,7.6,7.6,2005-12-08
778,Blacksea Odyssey,tbd,tbd,2016-03-02
779,Game of Thrones: Episode Five - A Nest of Vipers,6.7,6.7,2015-07-21
780,Puzzlegeddon,7.3,7.3,2008-11-27
781,Drox Operative,7.4,7.4,2012-11-29
782,They Bleed Pixels,7.5,7.5,2012-08-29
783,The Red Solstice,7.3,7.3,2015-07-09
784,Medal of Honor: Allied Assault - Spearhead,7.5,7.5,2002-11-12
785,Delta Force: Land Warrior,7.7,7.7,2000-11-07
786,AirBuccaneers,6.6,6.6,2012-12-05
787,Mirage: Arcane Warfare,3.7,3.7,2017-05-23
788,Degrees of Separation,6.3,6.3,2019-02-13
789,Game of Thrones: Episode Two - The Lost Lords,7.7,7.7,2015-02-03
790,Disney/Pixar Toy Story 3,6.9,6.9,2010-06-15
791,Shadow Warrior,8.0,8.0,2013-09-26
792,Far Cry New Dawn,3.7,3.7,2019-02-15
793,Life Goes On,7.2,7.2,2014-04-17
794,Sanity: Aiken's Artifact,7.0,7.0,2000-09-26
795,Talent Not Included,tbd,tbd,2016-08-30
796,Umiro,tbd,tbd,2018-03-28
797,Fieldrunners 2,7.5,7.5,2013-01-10
798,MDK2 HD,6.3,6.3,2011-10-12
799,Skybolt Zack,tbd,tbd,2019-11-07
800,Scrolls,7.5,7.5,2014-12-12
801,Tesla vs Lovecraft,6.0,6.0,2018-01-26
802,ArmA II: Operation Arrowhead,8.1,8.1,2010-06-29
803,Livelock,7.6,7.6,2016-08-30
804,Domina,7.3,7.3,2017-04-03
805,Mad Max,7.8,7.8,2015-09-01
806,Battleground Europe: World War II Online,7.8,7.8,2006-08-01
807,Bloody Good Time,7.6,7.6,2010-10-29
808,Hard Reset Redux,6.5,6.5,2016-06-03
809,Guncraft,4.3,4.3,2013-07-11
810,Hector: Badge of Carnage - Episode 2: Senseless Acts of Justice,5.9,5.9,2011-08-25
811,Sheep,7.3,7.3,2000-11-29
812,Battle Princess Madelyn,6.7,6.7,2018-12-05
813,Hack 'n' Slash,5.3,5.3,2014-09-09
814,Bob Came in Pieces,4.8,4.8,2010-01-22
815,Battlefield 3: Close Quarters,6.9,6.9,2012-06-26
816,Yatagarasu: Attack on Cataclysm,5.0,5.0,2015-07-07
817,PixelJunk Shooter,7.6,7.6,2013-11-11
818,Lara Croft and the Temple of Osiris,5.6,5.6,2014-12-08
819,RIVE,6.2,6.2,2016-09-13
820,Borderlands: The Pre-Sequel - Claptastic Voyage and Ultimate Vault Hunter Upgrade Pack 2,5.3,5.3,2015-03-24
821,Dragon Quest Heroes: The World Tree's Woe and the Blight Below,7.1,7.1,2015-12-03
822,Dead or Alive 6,4.8,4.8,2019-03-01
823,Call of Duty: Infinite Warfare,3.6,3.6,2016-11-03
824,Strike Vector,7.7,7.7,2014-01-28
825,Super Splatters,8.3,8.3,2013-06-26
826,A Story About My Uncle,7.1,7.1,2012-07-30
827,Gears of War: Ultimate Edition for Windows 10,4.0,4.0,2016-03-01
828,Frontlines: Fuel of War,6.9,6.9,2008-02-25
829,Hard Reset,7.3,7.3,2011-09-13
830,Oni,8.5,8.5,2001-01-28
831,while True: learn,7.8,7.8,2019-01-17
832,RAGE 2,5.4,5.4,2019-05-13
833,HAWKEN,7.7,7.7,2012-12-12
834,0RBITALIS,7.3,7.3,2015-05-28
835,Vietcong: Fist Alpha,7.5,7.5,2004-02-04
836,Rad Rodgers,5.9,5.9,2018-02-21
837,Yooka-Laylee,6.5,6.5,2017-04-05
838,Fist Puncher,7.5,7.5,2013-06-21
839,MacGuffin's Curse,7.4,7.4,2012-04-19
840,Call of Duty: WWII,3.6,3.6,2017-11-02
841,Timespinner,6.1,6.1,2018-09-25
842,Fe,4.8,4.8,2018-02-16
843,Call of Duty: Black Ops III,3.1,3.1,2015-11-05
844,War of the Roses,5.8,5.8,2012-10-02
845,Madagascar,7.7,7.7,2005-05-24
846,Gigantic Army,6.4,6.4,2014-02-05
847,Divekick,6.7,6.7,2013-08-20
848,Secret Ponchos: Most Wanted,7.7,7.7,2015-10-13
849,Sayonara UmiharaKawase,tbd,tbd,2015-10-06
850,Death Road to Canada,8.1,8.1,2016-07-21
851,The Curious Tale of the Stolen Pets,8.3,8.3,2019-11-14
852,Warhammer 40000: Mechanicus - Heretek,tbd,tbd,2019-07-23
853,Scrapland,8.2,8.2,2004-11-04
854,Adventures of Pip,7.0,7.0,2015-03-17
855,BONEWORKS,7.7,7.7,2019-12-10
856,Solar 2,6.9,6.9,2011-06-17
857,Medal of Honor: Allied Assault - Breakthrough,6.6,6.6,2003-09-22
858,Serious Sam 3: BFE,8.1,8.1,2011-11-22
859,Zombie Army 4: Dead War,5.3,5.3,2020-02-04
860,Blocks That Matter,7.2,7.2,2011-08-19
861,Loadout,7.3,7.3,2013-05-15
862,Block N Load,7.6,7.6,2015-04-30
863,Tom Clancy's Rainbow Six 3: Athena Sword,7.1,7.1,2004-03-09
864,Tower 57,6.8,6.8,2017-11-16
865,Shattered Horizon,8.0,8.0,2009-11-04
866,Blade Symphony,6.6,6.6,2013-04-30
867,Mothergunship,7.2,7.2,2018-07-17
868,Star Wars Battlefront,3.5,3.5,2015-11-17
869,Portal Knights,8.2,8.2,2017-05-18
870,Chasm,6.2,6.2,2018-07-30
871,MouseCraft,6.8,6.8,2014-07-08
872,Blood II: The Chosen,7.3,7.3,1998-10-31
873,Ninja Senki,tbd,tbd,2016-02-23
874,Cloudbuilt,7.7,7.7,2014-03-20
875,Total Overdose: A Gunslinger's Tale in Mexico,7.6,7.6,2005-09-27
876,Call of Juarez,7.7,7.7,2007-06-12
877,Planet Alpha,8.2,8.2,2018-09-04
878,Medal of Honor,6.4,6.4,2010-10-12
879,Section 8,6.9,6.9,2009-08-25
880,Duke Nukem 3D: 20th Anniversary World Tour,6.7,6.7,2016-10-11
881,Black The Fall,6.8,6.8,2014-07-04
882,Gateways,7.6,7.6,2012-09-12
883,Dark Messiah of Might and Magic,8.7,8.7,2006-10-24
884,Heavy Bullets,7.6,7.6,2014-05-15
885,Borderlands 3: Guns Love and Tentacles,5.0,5.0,2020-03-26
886,Hammerwatch,7.4,7.4,2013-08-12
887,LOUD on Planet X,tbd,tbd,2016-04-19
888,Halo 2,5.8,5.8,2007-05-31
889,The Sum of All Fears,7.2,7.2,2002-05-28
890,Zeit Squared,4.5,4.5,2011-01-12
891,Burn Zombie Burn,4.4,4.4,2010-08-12
892,Mevo & the Grooveriders,6.0,6.0,2009-03-20
893,Never Alone,6.3,6.3,2014-11-18
894,Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling,7.0,7.0,2017-08-22
895,XIII,7.7,7.7,2003-11-18
896,The Last Tinker: City of Colors,6.8,6.8,2014-05-12
897,Zombie Army Trilogy,7.1,7.1,2015-03-06
898,imprint-X,tbd,tbd,2017-01-26
899,Tetrobot and Co.,7.6,7.6,2013-10-22
900,The American Dream,tbd,tbd,2018-03-13
901,Far Cry 5: Hours of Darkness,4.4,4.4,2018-06-05
902,Halo 2: Anniversary,8.8,8.8,2020-05-12
903,Shank 2,6.4,6.4,2012-02-07
904,Killing Floor,8.6,8.6,2009-05-14
905,10 Second Ninja,7.1,7.1,2014-03-05
906,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,5.8,5.8,2017-06-06
907,Frogger 2: Swampy's Revenge,8.3,8.3,2000-10-01
908,Lost Orbit,8.4,8.4,2015-05-12
909,Madden NFL 20,1.4,1.4,2019-08-02
910,Screencheat,7.3,7.3,2014-10-21
911,You Must Build A Boat,6.9,6.9,2015-06-04
912,Senran Kagura: Estival Versus,7.2,7.2,2017-03-17
913,Island Xtreme Stunts,5.3,5.3,2002-11-30
914,The Typing of the Dead: Overkill,7.6,7.6,2013-10-29
915,Arktika.1,8.3,8.3,2017-10-10
916,Bionic Dues,7.6,7.6,2013-10-08
917,Blink,tbd,tbd,2017-03-10
918,Max & the Magic Marker,5.6,5.6,2010-02-08
919,Klang,tbd,tbd,2016-09-22
920,The Escapists,6.9,6.9,2015-02-13
921,I Hate Running Backwards,8.2,8.2,2018-05-22
922,Battlefield 2: Euro Force,6.7,6.7,2006-03-15
923,Marvel's Guardians of the Galaxy - Episode 4: Who Needs You,6.3,6.3,2017-10-10
924,Snake Pass,7.5,7.5,2017-03-28
925,Street Fighter X Mega Man,8.6,8.6,2012-12-17
926,Tom Clancy's Ghost Recon: Future Soldier,5.1,5.1,2012-06-26
927,Battlefield Hardline,4.1,4.1,2015-03-17
928,Disney's Chicken Little,6.6,6.6,2005-11-02
929,OVIVO,7.2,7.2,2017-05-12
930,SD Gundam G Generation Cross Rays,7.6,7.6,2019-11-27
931,Nuclear Dawn,7.5,7.5,2011-09-22
932,Dynasty Warriors 8: Xtreme Legends Complete Edition,7.1,7.1,2014-05-13
933,BOOR,tbd,tbd,2017-02-14
934,TimeShift,7.5,7.5,2007-10-30
935,KISS: Psycho Circus - The Nightmare Child,7.3,7.3,2000-07-18
936,Half-Life: Blue Shift,8.2,8.2,2001-06-11
937,FOTONICA,7.0,7.0,2011-10-06
938,Crazy Machines 3,6.5,6.5,2016-10-18
939,Combat Arms,4.9,4.9,2008-07-10
940,Drifting Lands,tbd,tbd,2017-06-05
941,Sniper Ghost Warrior Contracts,6.7,6.7,2019-11-22
942,Men of Valor,6.0,6.0,2004-10-29
943,Sniper Elite III,6.9,6.9,2014-06-27
944,DreamWorks Kung Fu Panda,6.7,6.7,2008-06-03
945,39 Days to Mars,3.9,3.9,2018-04-25
946,Hector: Badge of Carnage - Episode 3: Beyond Reasonable Doom,6.5,6.5,2011-09-22
947,Harold,6.0,6.0,2015-02-12
948,Nosferatu: The Wrath of Malachi,7.4,7.4,2003-10-19
949,H1Z1,4.1,4.1,2018-02-28
950,Lead and Gold: Gangs of the Wild West,8.2,8.2,2010-04-08
951,Sanctum (2011),6.7,6.7,2011-04-15
952,Brigador,7.7,7.7,2016-06-02
953,007: Quantum of Solace,6.0,6.0,2008-11-04
954,Dead Rising 3: Apocalypse Edition,5.6,5.6,2014-09-05
955,Ionball 2: Ionstorm,6.2,6.2,2014-06-06
956,Tokyo 42,7.0,7.0,2017-05-31
957,Dead Synchronicity: Tomorrow Comes Today,7.6,7.6,2015-04-10
958,Brink,6.0,6.0,2011-05-09
959,The Collider 2,tbd,tbd,2016-04-19
960,World War Z,5.9,5.9,2019-04-16
961,Halo: Spartan Assault,6.2,6.2,2013-07-18
962,Tom Clancy's HAWX,7.2,7.2,2009-03-17
963,Bee Movie Game,8.5,8.5,2007-10-30
964,America's Army 3,7.7,7.7,2009-06-17
965,BioShock Infinite: Burial at Sea - Episode One,7.8,7.8,2013-11-12
966,Verdun,7.8,7.8,2015-04-28
967,Poltergeist: A Pixelated Horror,tbd,tbd,2014-10-20
968,Super Galaxy Squadron,tbd,tbd,2015-01-23
969,Lakeview Cabin Collection,6.6,6.6,2015-04-09
970,Near Death,7.4,7.4,2016-08-02
971,BUTCHER,6.8,6.8,2016-10-05
972,Immortal Redneck,7.3,7.3,2017-04-25
973,Obey Me,tbd,tbd,2020-04-20
974,The Swindle,5.1,5.1,2015-07-28
975,Magrunner: Dark Pulse,7.4,7.4,2013-06-20
976,Senran Kagura Shinovi Versus,7.2,7.2,2016-06-01
977,Dandara,7.6,7.6,2018-02-06
978,Beat Hazard,7.2,7.2,2010-04-15
979,Mother Russia Bleeds,7.0,7.0,2016-09-05
980,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,5.4,5.4,2017-04-18
981,Project IGI: I'm Going In,7.7,7.7,2000-12-15
982,Game of Thrones: Episode Six - The Ice Dragon,6.3,6.3,2015-11-17
983,Lost in Harmony,tbd,tbd,2016-01-21
984,Before the Echo,7.3,7.3,2011-10-20
985,Shadow Blade: Reload,8.2,8.2,2015-08-10
986,Lost Planet: Extreme Condition Colonies Edition,7.2,7.2,2008-05-27
987,Retrovirus,6.7,6.7,2013-01-31
988,Homefront,5.5,5.5,2011-03-14
989,Zax: The Alien Hunter,7.6,7.6,2001-10-09
990,Tom Clancy's Ghost Recon Phantoms,6.4,6.4,2012-08-15
991,Exit the Gungeon,6.6,6.6,2020-03-17
